121_4	What are the origins of coffee rust in Brazil ? And how did it spread ?
121_5	What did the US government do to help S ⁇ o Paulo ?
121_6	What did the Greater Washington initiative do to help with the coffee rust epidemic in Latin America ?
121_7	What did big coffee companies do to try to help with the coffee rust epidemic in Latin America ?
121_8	How did rust affect global consumption ?
121_9	Would investing in rust-resistant coffee varieties make sense ?
122_1	What happened when Bernie Sanders was ill recently ?
122_2	What did the doctors do to Sen. Bernie Sanders ?
122_3	How did the heart attack affect the Sanders campaign ?
122_4	How did Sen. Bernie Sanders attempt to regain the public's confidence after suffering a heart attack ?
122_5	What did the records of Sen. Bernie Sanders say ?
122_6	Okay, I'd like to know more about Bernie Sanders ' decision to release his medical records .
122_7	What about the other candidates other than Bernie Sanders ? Did they release theirs ?
122_8	Should there be an age limit on the presidency for Sanders ?
123_1	How do I get started as a dad ?
123_2	Okay. Should I try CrossFit ?
123_3	How does CrossFit compare with just weightlifting ?
123_4	Do the positives outweigh the negatives of CrossFit ?
123_5	What about cardio in CrossFit ?
123_6	What role will diet play in reducing rhabdomyolysis ?
123_7	What other meal frequencies can I try other than eating before you exercise ?
123_8	Which of the following diets is better for people with longer lifespans ?
123_9	Do you have any ideas for spending time with my baby while working out ?
124_1	Can you tell me about the time when dinosaurs actually existed ?
124_2	What else was characteristic about that era other than dinosaurs living up to the end of the Cretaceous period ?
124_3	Can you tell me more about the fossil records and the theory of plate tectonics ?
124_4	What was it like during the time dinosaurs were on earth ?
124_5	Could the continent Pangaea form again after the Mesozoic Era ?
124_6	What was characteristic about the first dinosaur period ?
124_7	What about the second dinosaur era ?
124_8	What was the last dinosaur era on earth ?
124_9	What happened to dinosaurs after the dinosaur movie Jurassic Park ?
124_10	How do the evolution of dinosaurs across the three periods compare ?
124_11	What happened to dinosaurs after the dinosaur mass extinction ?
125_1	What’s the biggest frog in the world ?
125_2	What's been done to protect Goliath frogs ?
125_3	Has photos of goliath frogs with people at Queensland Frog Society been effective ?
125_4	How can I help the conservation of the world's biggest frog ?
125_5	What is the smallest of the goliath frogs ?
125_6	Why would leaf litter affect the size of Goliath Frogs ?
126_1	What are some beautiful places to go on vacation somewhere in Europe with good food ?
126_2	Where should I consider for my first time in Europe ?
126_3	What should I not miss on the Coast of the Amalfi in Italy ?
126_4	What food is Praiano known for ?
126_5	What is Duomo known for ?
126_6	What kinds of innovations were built in the Duomo ?
127_1	Why is it important to reduce runoff in urban areas ?
127_2	What practices could I use at home to help reduce the effects of urban runoff ?
127_3	What should I consider when collecting stormwater for my garden ?
127_4	How much can I save by collecting rainwater from my lawn in Seattle ?
127_5	What are the pros and cons of different materials for a rain barrel ?
127_6	Is a rain barrel safe to use on my garden ?
127_7	What else should I consider when installing a rain barrel other than catching water ?
127_8	How do rain gardens compare to normal rain barrels ?
127_9	What are some native plants for my area that I could use in a rain garden ?
128_1	What’s the science behind why we drink alcohol ?
128_2	What are the causes of dopamine release in the reward center ?
128_3	Who is at high risk for addiction ?
128_4	What is a safe amount to drink daily ?
128_5	What do the guidelines say for pregnant women ?
128_6	I’ve heard that pregnant women in France drink wine with dinner. Is that true ?
128_7	So you mean that the US suggestion may be too strict ? What is the French government's attitude ?
128_8	What advice did the Lancet study give for safety ?
128_9	What are some treatment options for light drinking during pregnancy ?
128_10	What are some rehab treatment options to consider after stopping smoking ?
129_1	What are the mechanisms of depression ?
129_2	What is the role of serotonin in depression ?
129_3	How can I balance dopamine and endorphins ?
129_4	What foods boost dopamine production ?
129_5	How does the phenylalanine convert to tyrosine ?
129_6	Can catecholamines alleviate depression ?
129_7	Does the catecholamine theory of mood explain the cause of depression ?
129_8	Can a person have both the catecholamine theory and the catecholamine theory of mood at the same time ?
129_9	No, I meant mania and depression .
129_10	What are the types of bipolar disorder ?
130_1	Who are the greatest catchers of all time ?
130_2	What was Johnny Bench known for ?
130_3	Who won Johnny Bench award ?
130_4	Who was the next Rookie of the Year for the Cincinnati Reds after Johnny Lee Bench ?
130_5	Did Johnny Lee Bench make it into Cooperstown ?
130_6	Was Johnny Lee Bench married ?
130_7	I’d like to know about the first two marriages of Johnny Lee Bench .
130_8	Does Bobby Binger Bench play baseball ?
130_9	How old was Bobby Bench when he got divorced ?
131_1	What is a heat pump in an ad for a house ?
131_2	What are some other choices to heat my home in Brazos Valley besides a heat pump ?
131_3	What are the pros and cons between a gas furnace and a heat pump ?
131_4	How much does it cost to install a heat pump in my home ?
131_5	Which type of heat pump is better in terms of efficiency ?
131_6	How many years will it take to recoup the investment in a heat pump ?
131_7	What makes a heat pump so efficient ?
131_8	I’ve heard some horror stories about air-source heat pumps .
131_9	Tell me about AC systems.
131_10	How is an AC compressor different from a heat pump ?
